npi,nppes_provider_last_name,nppes_provider_first_name,nppes_provider_zip_code,town,nppes_provider_state,specialty_description,total_claim_count,opioid_claim_count,opioid_prescribing_rate,long-acting_opioid_claim_count,year
1003002312,hopkins,patricia,02169,quincy,MA,rheumatology,4487,513.0,11.43,84.0,2017
1003083270,kabadi,mitesh,02169,quincy,MA,cardiology,1363,0.0,0.0,0.0,2017
1003291121,blair,meghan,02169,quincy,MA,nurse practitioner,905,0.0,0.0,0.0,2017
1003834433,nair,anil,02169,quincy,MA,neurology,1133,,,,2017
1003992397,carolan,patricia,02169,quincy,MA,dentist,54,,,0.0,2017
1023007358,kenny,brian,02169,quincy,MA,internal medicine,5634,217.0,3.85,56.0,2017
1023022662,sampson,ellen,02169,quincy,MA,nurse practitioner,3818,0.0,0.0,0.0,2017
1023038643,kaplan,della,02169,quincy,MA,certified clinical nurse specialist,8222,,,,2017
1023074366,moss,martha,02169,quincy,MA,internal medicine,4845,151.0,3.12,45.0,2017
1023174950,gilani,ahmed,02169,quincy,MA,internal medicine,14520,17.0,0.12,,2017
1033297049,wu- young,yean,02169,quincy,MA,dentist,101,,,0.0,2017
1033470117,nankin,barbara,02169,quincy,MA,dentist,17,0.0,0.0,0.0,2017
1043200983,bobruff,martha,02169,quincy,MA,psychiatry & neurology,37,0.0,0.0,0.0,2017
1043212541,samaha,fouad,02169,quincy,MA,plastic surgery,21,,,0.0,2017
1043229768,young,peter,02169,quincy,MA,dermatology,245,0.0,0.0,0.0,2017
1053377945,matfis,steven,02169,quincy,MA,internal medicine,5218,102.0,1.95,11.0,2017
1053771964,iorio,lisa,02169,quincy,MA,nurse practitioner,12,0.0,0.0,0.0,2017
1063400349,dewire,peter,02169,quincy,MA,orthopedic surgery,169,77.0,45.56,0.0,2017
1063691715,bassett,andrew,02169,quincy,MA,nurse practitioner,749,20.0,2.67,,2017
1063879377,al timimi,roua,02169,quincy,MA,dentist,40,,,0.0,2017
1063896017,armstrong,emily,02169,quincy,MA,certified nurse midwife,17,0.0,0.0,0.0,2017
1073645560,kuang,qiao ting,02169,quincy,MA,internal medicine,145,0.0,0.0,0.0,2017
1073763090,weaver,cheri,02169,quincy,MA,emergency medicine,89,,,0.0,2017
1073840674,mandell,rachel,02169,quincy,MA,nurse practitioner,74,0.0,0.0,0.0,2017
1083024756,ducharme,caitlin,02169,quincy,MA,physician assistant,146,24.0,16.44,0.0,2017
1083054001,kirtane,rohan,02169,quincy,MA,dentist,143,51.0,35.66,0.0,2017
1083816102,bond,david,02169,quincy,MA,physician assistant,214,0.0,0.0,0.0,2017
1093748360,mouchati,rizkalla,02169,quincy,MA,neurology,2676,0.0,0.0,0.0,2017
1093762734,werth,stephen,02169,quincy,MA,dermatology,1597,0.0,0.0,0.0,2017
1104093806,israel,judith,02169,quincy,MA,certified clinical nurse specialist,986,0.0,0.0,0.0,2017
1104206861,qu,juan,02169,quincy,MA,optometry,75,0.0,0.0,0.0,2017
1104278167,lim,jisu,02169,quincy,MA,dentist,47,,,0.0,2017
1104827450,spinelli,guy,02169,quincy,MA,internal medicine,7308,218.0,2.98,52.0,2017
1104851435,shturman,leonid,02169,quincy,MA,cardiology,3262,,,0.0,2017
1104867647,pasciucco,john,02169,quincy,MA,dentist,40,0.0,0.0,0.0,2017
1104891134,salzman,robert,02169,quincy,MA,internal medicine,4529,144.0,3.18,,2017
1114084191,broderick,genevieve,02169,quincy,MA,plastic and reconstructive surgery,151,17.0,11.26,0.0,2017
1114088051,affara,nicholas,02169,quincy,MA,dentist,17,0.0,0.0,0.0,2017
1114477114,pedotti,kaitlyn,02169,quincy,MA,nurse practitioner,88,0.0,0.0,0.0,2017
1114917879,fitzgerald,thomas,02169,quincy,MA,general surgery,148,29.0,19.59,0.0,2017
1124017660,moreau,christina,02169,quincy,MA,emergency medicine,60,,,0.0,2017
1124182233,ney,erin,02169,quincy,MA,internal medicine,852,15.0,1.76,13.0,2017
1124271382,gorham,winna,02169,quincy,MA,dentist,139,38.0,27.34,0.0,2017
1134301567,mishkin,danielle,02169,quincy,MA,physician assistant,248,0.0,0.0,0.0,2017
1134362619,ridgeway,karyn,02169,quincy,MA,emergency medicine,87,12.0,13.79,0.0,2017
1134530447,cai,thien van,02169,quincy,MA,physician assistant,140,0.0,0.0,0.0,2017
